,city,state
9922,Paxton ,FL
9923,Paxton ,IL
9930,Pea Ridge ,AR
9938,Pearisburg ,VA
9943,Pecatonica ,IL
9945,Peck ,MI
9947,Peconic ,NY
9950,Pedricktown ,NJ
9951,Peebles ,OH
9973,Pembroke ,GA
9975,Pembroke ,MA
10010,Penryn ,PA
10014,Peoria ,AZ
10029,Perrinton ,MI
10043,Perrysville ,OH
10045,Perryville ,KY
10055,Peterborough ,NH
10056,Petersburg ,IL
10070,Pevely ,MO
10081,Philadelphia ,NY
10085,Philipsburg ,PA
10093,Phippsburg ,ME
10097,Phoenix ,NY
10106,Pickerington ,OH
10115,Piedmont ,SC
10116,Piedmont ,SD
10117,Pierce ,CO
10118,Pierce City ,MO
10122,Pierson ,FL
10124,Pierson ,MI
10125,Pierz ,MN
10136,Pillow ,PA
10152,Pine Grove Mills ,PA
10156,Pine Level ,AL
10157,Pine Level ,NC
10162,Pine Ridge ,SD
10176,Pineville ,LA
10185,Pinson ,AL
10191,Pipestone ,MN
10214,Pittsville ,MD
10218,Plain ,WI
10231,Plainview ,MN
10234,Plainville ,CT
10240,Plano ,TX
10247,Platte ,SD
10248,Platte City ,MO
10268,Pleasant Plain ,OH
10271,Pleasant Prairie ,WI
10278,Pleasanton ,TX
10279,Pleasantville ,IA
10283,Pleasantville ,NY
10290,Plymouth ,MA
10298,Plymouth ,NH
10299,Plymouth ,OH
10307,Pocasset ,MA
10326,Polk City ,IA
10329,Pollocksville ,NC
10334,Pomeroy ,OH
10352,Pontiac ,MI
10358,Poplar ,WI
10364,Port Aransas ,TX
10366,Port Barre ,LA
10371,Port Clinton ,OH
10376,Port Ewen ,NY
10387,Port Matilda ,PA
10390,Port Norris ,NJ
10399,Port Richey ,FL
10402,Port Royal ,SC
10410,Portage ,MI
10429,Portsmouth ,RI
10437,Potomac ,IL
10441,Potsdam ,OH
10442,Potter ,WI
10447,Potwin ,KS
10459,Power ,MT
10476,Prattville ,AL
10489,Preston ,MD
10490,Prestonsburg ,KY
10495,Prince George ,VA
10496,Princess Anne ,MD
10503,Princeton ,MN
10504,Princeton ,NC
10508,Princeton Junction ,NJ
10514,Proctorville ,OH
10524,Prospect Park ,PA
10529,Provencal ,LA
10543,Pulaski ,WI
10571,Quentin ,PA
10575,Quincy ,MI
10581,Quinton ,NJ
10585,Quitman ,GA
10586,Quogue ,NY
10587,Racine ,MN
10593,Radnor ,OH
10594,Raeford ,NC
10595,Ragland ,AL
10596,Rahway ,NJ
10604,Ramona ,CA
10605,Ramona ,OK
10606,Ramona ,SD
10625,Randolph ,NY
10626,Randolph ,OH
10631,Ranger ,GA
10633,Ransom ,IL
10638,Rapid City ,SD
10639,Rapid City ,MI
10646,Raven ,VA
10649,Ravenna ,KY
10652,Ravensdale ,WA
10654,Rawlings ,MD
10662,Raymond ,MS
10663,Raymond ,NE
10665,Raymond ,OH
10668,Rayne ,LA
10688,Red Hill ,PA
10691,Red Lion ,PA
10693,Red Oak ,NC
10698,Reddick ,FL
10704,Redgranite ,WI
10716,Reedsburg ,WI
10718,Reedsville ,WI
10723,Refton ,PA
10728,Reinholds ,PA
10729,Reisterstown ,MD
10733,Remington ,IN
10734,Remington ,VA
10746,Rensselaer ,NY
10758,Revere ,MA
10771,Rheems ,PA
10775,Rhodes ,IA
10783,Rices Landing ,PA
10802,Richland Hills ,TX
10810,Richmond ,MA
10822,Richwood ,OH
10823,Richwood ,WV
10829,Ridgefield ,NJ
10840,Ridgeway ,SC
10852,Rigby ,ID
10857,Riner ,VA
10862,Ringle ,WI
10865,Ringwood ,NJ
10868,Rio Linda ,CA
10869,Rio Rancho ,NM
10872,Ripley ,OK
10876,Ripon ,WI
10877,Rippey ,IA
10878,Ririe ,ID
10885,River Edge ,NJ
10902,Riverside ,MI
10904,Riverside ,NJ
10908,Riverton ,NJ
10919,Roann ,IN
10922,Roanoke ,IN
10926,Roaring Spring ,PA
10941,Robinson ,IL
10950,Rocheport ,MO
10951,Rochester ,MN
10956,Rochester ,MA
10960,Rochester ,WI
10966,Rock Creek ,OH
10980,Rock Valley ,IA
10993,Rockford ,TN
11002,Rockport ,IN
11018,Rockwood ,TN
11041,Rogersville ,TN
11054,Rollinsford ,NH
11064,Romulus ,MI
11069,Ronks ,PA
11075,Rosamond ,IL
11076,Roscoe ,IL
11082,Rose ,NY
11083,Rose City ,MI
11085,Rose Hill ,NC
11086,Roseboro ,NC
11088,Rosedale ,IN
11092,Roseland ,NJ
11099,Rosemount ,MN
11102,Rosenhayn ,NJ
11103,Roseville ,IL
11107,Rosewood ,OH
11108,Rosharon ,TX
11109,Rosholt ,SD
11114,Roslyn Heights ,NY
11115,Ross ,TX
11119,Rossville ,GA
11121,Rossville ,IN
11122,Rossville ,KS
11131,Round Hill ,VA
11133,Round Lake ,NY
11134,Round Lake ,MN
11136,Roundup ,MT
11140,Rowlesburg ,WV
11142,Rowley ,IA
11144,Roxana ,IL
11146,Roxbury ,CT
11150,Roy ,UT
11153,Royal ,IA
11155,Royal Center ,IN
11157,Royalston ,MA
11158,Royalton ,MN
11178,Rush ,NY
11182,Rushmore ,MN
11185,Rushville ,MO
11188,Ruskin ,FL
11209,Ruthven ,IA
11210,Rutland ,IL
11212,Rutland ,SD
11221,Sabattus ,ME
11222,Sabillasville ,MD
11224,Sabina ,OH
11229,Saco ,ME
11231,Saddle Brook ,NJ
11234,Sadorus ,IL
11242,Sagaponack ,NY
11335,Sale Creek ,TN
11340,Salem ,MA
11350,Salemburg ,NC
11356,Salineville ,OH
11371,Saltillo ,MS
11375,Saltville ,VA
11377,Salvisa ,KY
11384,San Bernardino ,CA
11390,San Fernando ,CA
11394,San Juan Capistrano ,CA
11395,San Leandro ,CA
11416,Sand Springs ,OK
11441,Sanibel ,FL
11446,Santa Claus ,IN
11462,Sarasota ,FL
11464,Saratoga ,IN
11465,Saratoga ,NC
11470,Sardinia ,NY
11492,Saunemin ,IL
11496,Savanna ,IL
11509,Sayre ,PA
11516,Scarbro ,WV
11525,Schererville ,IN
11528,Schleswig ,IA
11535,Schoolcraft ,MI
11542,Scio ,OR
11547,Scotland ,SD
11560,Scottsboro ,AL
11561,Scottsburg ,IN
11562,Scottsdale ,AZ
11565,Scottsville ,NY
11566,Scottsville ,VA
11567,Scottville ,MI
11568,Scranton ,IA
11571,Sea Cliff ,NY
11578,Seabrook ,TX
11589,Seaman ,OH
11592,Searsboro ,IA
11598,Seatonville ,IL
11600,Sebago ,ME
11604,Sebewaing ,MI
11607,Sebring ,OH
11608,Secaucus ,NJ
11610,Sedalia ,CO
11615,Sedgewickville ,MO
11616,Sedgwick ,KS
11620,Seeley Lake ,MT
11624,Selbyville ,DE
11629,Sellersville ,PA
11637,Seminole ,OK
11642,Seneca ,IL
11644,Seneca ,PA
11646,Seneca Falls ,NY
11647,Senecaville ,OH
11649,Sergeant Bluff ,IA
11657,Severna Park ,MD
11669,Seymour ,TN
11671,Shabbona ,IL
11673,Shade Gap ,PA
11681,Shakopee ,MN
11688,Shannon ,IL
11689,Shannon ,MS
11694,Sharon ,PA
11700,Sharpsburg ,MD
11708,Shawsville ,VA
11715,Sheffield ,IL
11719,Shelburne ,VT
11720,Shelby ,AL
11736,Shelocta ,PA
11738,Shelton ,NE
11741,Shenandoah ,VA
11754,Sheridan ,IL
11758,Sherman ,CT
11765,Sherrard ,IL
11772,Sherwood ,MI
11774,Sherwood ,WI
11784,Shippensburg ,PA
11787,Shipshewana ,IN
11788,Shirland ,IL
11799,Shorewood ,IL
11806,Shreveport ,LA
11815,Sibley ,MO
11818,Sidell ,IL
11821,Sidney ,MI
11835,Silver City ,IA
11850,Silverdale ,PA
11864,Simsbury ,CT
11893,Sleepy Eye ,MN
11895,Sligo ,PA
11904,Slovan ,PA
11906,Smethport ,PA
11915,Smithfield ,OH
11924,Smithton ,PA
11930,Smoketown ,PA
11931,Smyrna ,DE
11940,Snover ,MI
11943,Snow Hill ,MD
11954,Sodus ,NY
11957,Solana Beach ,CA
11958,Solebury ,PA
11968,Somers ,CT
11994,Sonoma ,CA
11998,Sorrento ,LA
12000,Sorrento ,FL
12005,South Beloit ,IL
12008,South Berwick ,ME
12010,South Boardman ,MI
12014,South Burlington ,VT
12021,South Deerfield ,MA
12032,South Glens Falls ,NY
12042,South Houston ,TX
12050,South Lyon ,MI
12051,South Mills ,NC
12067,South Roxana ,IL
12074,South Solon ,OH
12086,South Woodstock ,CT
12094,Southbury ,CT
12110,Southworth ,WA
12114,Spanish Fort ,AL
12119,Sparta ,GA
12121,Sparta ,KY
12127,Spartansburg ,PA
12128,Spearfish ,SD
12162,Spring ,TX
12172,Spring Grove ,MN
12177,Spring Hope ,NC
12186,Spring Valley ,IL
12192,Springdale ,PA
12197,Springfield ,KY
12206,Springfield ,OR
12211,Springfield ,VA
12214,Springport ,IN
12221,Springville ,IA
12223,Springville ,NY
12227,Spur ,TX
12234,Stafford ,CT
12242,Stamps ,AR
12243,Stanardsville ,VA
12252,Stanley ,IA
12262,Stanton ,TX
12276,State Line ,PA
12286,Stedman ,NC
12305,Sterrett ,AL
12317,Steward ,IL
12319,Stewartsville ,MO
12326,Stillwater ,NJ
12348,Stockton Springs ,ME
12356,Stone Ridge ,NY
12360,Stonewall ,NC
12395,Stratford ,NJ
12405,Strawn ,IL
12413,Strykersville ,NY
12422,Sturgeon ,PA
12424,Sturgis ,MI
12425,Sturgis ,SD
12431,Sublimity ,OR
12434,Sudlersville ,MD
12440,Sugar Grove ,OH
12449,Suitland ,MD
12451,Sullivan ,IL
12455,Sullivan ,WI
12462,Sultan ,WA
12464,Sumiton ,AL
12468,Summerfield ,NC
12497,Sundance ,WY
12500,Sunfield ,MI
12506,Sunrise Beach ,MO
12512,Superior ,AZ
12518,Suring ,WI
12529,Sutton ,WV
12535,Swannanoa ,NC
12537,Swansboro ,NC
12538,Swansea ,SC
12539,Swansea ,MA
12543,Swanzey ,NH
12549,Swedesboro ,NJ
12550,Sweetser ,IN
12552,Sweetwater ,TN
12556,Switz City ,IN
12558,Sycamore ,IL
12574,Table Grove ,IL
12593,Tallassee ,AL
12620,Taunton ,MA
12622,Tawas City ,MI
12633,Taylorsville ,NC
12634,Taylorville ,IL
12636,Teachey ,NC
12637,Teaneck ,NJ
12640,Tecumseh ,KS
12658,Temple Hills ,MD
12659,Templeton ,MA
12662,Ten Sleep ,WY
12677,Terry ,MT
12686,Thaxton ,MS
12690,The Colony ,TX
12695,Theresa ,WI
12700,Thomas ,WV
12710,Thompson ,CT
12713,Thompsontown ,PA
12717,Thonotosassa ,FL
12725,Thorntown ,IN
12737,Three Springs ,PA
12757,Timnath ,CO
12771,Tiro ,OH
12787,Tolono ,IL
12798,Tontogany ,OH
12801,Topanga ,CA
12817,Touchet ,WA
12829,Townsend ,MT
12845,Traskwood ,AR
12847,Traverse City ,MI
12863,Trenton ,SC
12875,Trimont ,MN
12880,Tripoli ,IA
12887,Troutman ,NC
12902,Trumansburg ,NY
12904,Trumbull ,CT
12909,Truxton ,NY
12910,Tryon ,NE
12927,Turlock ,CA
12930,Turner ,OR
12938,Tuscarora ,PA
12953,Twin Lake ,MI
12959,Two Harbors ,MN
12962,Tye ,TX
12977,Umatilla ,OR
12978,Unadilla ,NE
12984,Underwood ,IA
12986,Union ,IL
13009,Uniondale ,IN
13013,Uniontown ,OH
13014,Uniontown ,PA
13042,Upton ,WY
13046,Urbana ,OH
13048,Ute ,IA
13049,Utica ,IL
13050,Utica ,MI
13055,Utica ,PA
13058,Uxbridge ,MA
13061,Valatie ,NY
13087,Valparaiso ,FL
13092,Van Buren ,AR
13105,Vancleave ,MS
13106,Vancouver ,WA
13109,Vandalia ,MI
13114,Vanduser ,MO
13118,Varnell ,GA
13122,Vassar ,KS
13125,Vaughn ,WA
13128,Veblen ,SD
13132,Venedocia ,OH
13135,Venice ,IL
13151,Verndale ,MN
13154,Vernon ,NJ
13163,Verona ,MO
13171,Versailles ,KY
13174,Versailles ,IN
13175,Vesper ,WI
13179,Vevay ,IN
13183,Vicksburg ,MS
13190,Vienna ,ME
13196,Viking ,MN
13206,Vilonia ,AR
13222,Virginia ,IL
13224,Virginia Beach ,VA
13231,Voluntown ,CT
13233,Voorhees ,NJ
13235,Vowinckel ,PA
13242,Waco ,TX
13252,Wadsworth ,NV
13264,Waite Park ,MN
13269,Wakefield ,MA
13281,Waldorf ,MD
13292,Walhalla ,SC
13303,Wallace ,SD
13305,Wallaceton ,PA
13307,Walled Lake ,MI
13308,Wallingford ,CT
13324,Walnutport ,PA
13332,Walton ,IN
13340,Wampsville ,NY
13351,Wardensville ,WV
13352,Ware ,MA
13359,Warminster ,PA
13360,Warner ,NH
13364,Warren ,IN
13366,Warren ,MA
13372,Warren ,IL
13374,Warrensburg ,IL
13375,Warrensburg ,MO
13388,Warsaw ,NY
13392,Warsaw ,NC
13398,Washburn ,IL
13445,Waterloo ,IN
13446,Waterloo ,NE
13462,Waterville ,OH
13466,Watervliet ,NY
13467,Watkins ,CO
13480,Waukegan ,IL
13482,Waukomis ,OK
13485,Waupun ,WI
13492,Waverly ,AL
13495,Waverly ,MN
13499,Waverly ,VA
13502,Waverly ,KY
13518,Waynesboro ,VA
13519,Waynesboro ,GA
13533,Webb ,IA
13535,Webberville ,MI
13561,Wellersburg ,PA
13562,Wellesley ,MA
13564,Wellfleet ,MA
13565,Wellford ,SC
13567,Wellington ,FL
13575,Wellsburg ,IA
13576,Wellsburg ,WV
13583,Wendell ,ID
13584,Wendell ,NC
13585,Wenham ,MA
13617,West Chester ,PA
13620,West College Corner ,IN
13621,West Columbia ,SC
13627,West Decatur ,PA
13643,West Harrison ,IN
13656,West Hurley ,NY
13663,West Lafayette ,OH
13666,West Liberty ,IA
13680,West Milton ,PA
13689,West Orange ,NJ
13694,West Point ,IA
13714,West Stockbridge ,MA
13716,West Sunbury ,PA
13720,West Union ,IL
13735,Westbrook ,CT
13743,Westfield ,IN
13751,Westford ,VT
13781,Westport ,KY
13787,Westville ,IL
13797,Weyauwega ,WI
13800,Wharton ,NJ
13801,Whately ,MA
13807,Wheatland ,PA
13817,White ,GA
13821,White Cloud ,MI
13823,White Deer ,PA
13834,White Pine ,TN
13838,White River ,SD
13839,White Stone ,VA
13846,Whitehouse ,OH
13854,Whitesboro ,TX
13860,Whitewater ,MO
13862,Whitewood ,SD
13863,Whiting ,IA
13867,Whitman ,MA
13884,Wilberforce ,OH
13900,Willard ,OH
13902,Willards ,MD
13903,Willernie ,MN
13906,Williamsburg ,MI
13908,Williamsburg ,IN
13921,Williamston ,MI
13924,Williamstown ,KY
13926,Williamstown ,NJ
13928,Williamstown ,PA
13934,Willington ,CT
13935,Willis ,MI
13936,Willis ,TX
13937,Willisburg ,KY
13941,Williston ,TN
13943,Williston ,NC
13949,Willow Spring ,NC
13950,Willow Springs ,IL
13954,Willseyville ,NY
13955,Willshire ,IN
13956,Wilmer ,AL
13958,Wilmerding ,PA
13960,Wilmington ,CA
13961,Wilmington ,DE
13964,Wilmington ,NC
13975,Wilson ,NY
13976,Wilsons Mills ,NC
13979,Wilsonville ,OR
13987,Winburne ,PA
13988,Winchendon ,MA
13991,Winchester ,KY
13995,Winchester ,OH
13998,Winder ,GA
14000,Windfall ,IN
14001,Windham ,CT
14008,Windsor ,CT
14009,Windsor ,IL
14010,Windsor ,ME
14013,Windsor ,NJ
14015,Windsor ,OH
14016,Windsor ,PA
14018,Windsor ,WI
14021,Windsor Mill ,MD
14022,Winesburg ,OH
14023,Winfield ,IA
14028,Wingate ,IN
14030,Wingdale ,NY
14031,Wingina ,VA
14034,Winn ,MI
14035,Winnabow ,NC
14040,Winner ,SD
14041,Winnetka ,CA
14044,Winona ,MN
14045,Winona ,OH
14048,Winslow ,AZ
14054,Winston ,GA
14055,Winston Salem ,NC
14063,Winterset ,IA
14067,Winthrop ,MA
14069,Winthrop ,MN
14071,Winthrop Harbor ,IL
14072,Wiota ,IA
14073,Wirtz ,VA
14077,Wise ,NC
14082,Wixom ,MI
14087,Wolcottville ,IN
14088,Wolf Creek ,OR
14090,Wolsey ,SD
14092,Womelsdorf ,PA
14096,Wood Ridge ,NJ
14098,Wood River ,NE
14099,Wood River Junction ,RI
14101,Woodbine ,MD
14102,Woodbine ,NJ
14103,Woodbine ,GA
14104,Woodbourne ,NY
14105,Woodbridge ,CA
14109,Woodburn ,IN
14115,Woodbury ,NY
14116,Woodbury ,PA
14120,Woodford ,VA
14125,Woodland ,PA
14127,Woodland Hills ,CA
14130,Woodlawn ,TN
14131,Woodlawn ,VA
14132,Woodleaf ,NC
14137,Woodruff ,AZ
14139,Woods Cross ,UT
14140,Woods Hole ,MA
14144,Woodside ,NY
14147,Woodstock ,GA
14149,Woodstock ,MD
14150,Woodstock ,NY
14153,Woodstock ,CT
14155,Woodstock Valley ,CT
14158,Woodville ,WI
14160,Woodward ,PA
14164,Woolrich ,PA
14170,Worden ,IL
14175,Worthington ,IA
14184,Wright ,WY
14185,Wrightstown ,NJ
14186,Wrightstown ,WI
14192,Wyanet ,IL
14194,Wycombe ,PA
14195,Wye Mills ,MD
14197,Wylie ,TX
14201,Wynnewood ,PA
14203,Wyoming ,IL
14209,Yacolt ,WA
14212,Yale ,MI
14214,Yankeetown ,FL
14216,Yantic ,CT
14221,Yatesboro ,PA
14223,Yawkey ,WV
14225,Yeagertown ,PA
14229,Yoder ,IN
14237,York ,SC
14238,York Beach ,ME
14241,York New Salem ,PA
14243,Yorklyn ,DE
14247,Yorktown ,VA
14252,Young America ,IN
14255,Youngstown ,FL
14261,Youngwood ,PA
14262,Ypsilanti ,MI
14263,Yucaipa ,CA
14264,Yukon ,OK
14266,Yuma ,TN
14267,Yutan ,NE
14271,Zanesville ,IN
14274,Zebulon ,GA
14275,Zebulon ,NC
14281,Zion ,IL
14282,Zionsville ,IN
14283,Zionsville ,PA
14284,Zoar ,OH
14285,Zolfo Springs ,FL
14286,Zullinger ,PA
14289,Zuni ,VA
